사업년도,과제명,연구책임자명,주관기관명,학문단,총연구기간,보고서구분
2023,강성 조절이 가능한 영장류 뇌회로 연구용 뉴럴 프로브 시스템 개발,추남선,대구경북과학기술원부설한국뇌연구원,ICT·융합연구단,2021-03-01 ~ 2026-02-28,결과보고서
2023,탄소중립 달성을 위한 내수성 CO2 제올라이트 분리제 개발,최현준,포항공과대학교,ICT·융합연구단,2021-03-01 ~ 2026-02-28,결과보고서
2023,결정성 배위 고분자의 효율적인 전하 수송을 위한 산화 환원 호핑 메커니즘 연구,구진영,포항공과대학교,자연과학단,2021-03-01 ~ 2026-02-28,결과보고서
2023,메타모델이 탑재된 취약도-손실모듈을 통한 건축물의 내진성능평가,최인섭,계명대학교,공학단,2021-03-01 ~ 2026-02-28,결과보고서
2023,위수 2인 에르미트 대칭공간상의 실초곡면에 관한 미분기하연구,황두현,경북대학교,자연과학단,2021-03-01 ~ 2026-02-28,결과보고서
2023,Drp1에 의해 매개되는 미토콘드리아 조절이 IBD에 미치는 영향,강유라,경북대학교,의약학단,2021-03-01 ~ 2026-02-28,결과보고서
2023,E2F1-NANOG 분자축 매개 ferroptosis 조절 기전 이해를 통한 항암면역치료 증진 전략수립,손성욱,대구가톨릭대학교,의약학단,2021-03-01 ~ 2026-02-28,결과보고서
2023,침술의 뇌 보상회로 조절기전 규명,장수찬,대구한의대학교,의약학단,2020-03-01 ~ 2024-02-29,결과보고서
2023,"새로운 양쪽성 다중유기금속물질로서의 할로젠화알킬이붕소 화합물의 고안, 합성 및 이를 활용한 반응 연구",황치원,포항공과대학교,,2019-03-01 ~ 2024-02-29,결과보고서
2023,장내 조절 T 세포의 IL-10 발현 조절을 통한 염증성 장 질환 제어에 IL-10 시스 작용 요소 CNS-9의 역할 연구,김승원,포항공과대학교,,2019-03-01 ~ 2024-02-29,결과보고서
2023,통합형 인공지능 기반 건설관리 및 품질보증시스템,Yuvaraj Natarajan,경북대학교,공학단,2021-06-01 ~ 2023-12-31,결과보고서
2023,"단원자 기반 초저전력 IoT용 통합 소자(2-terminal memory, switch, battery)개발",황현상,포항공과대학교,ICT·융합연구단,2018-06-01 ~ 2027-02-28,결과보고서
2023,기억 제어 및 상호조절 작용의 세포기작 연구,김정훈,포항공과대학교,생명과학단,2018-06-01 ~ 2027-02-28,결과보고서
2023,생체모방형 고분자 하이드로젤 액추에이터의 개발,김연수,포항공과대학교,ICT·융합연구단,2019-03-01 ~ 2024-02-29,결과보고서
2023,아토초 전자빔 발생을 위한 THz compressor 기술 개발,장도근,포항공과대학교,자연과학단,2021-03-01 ~ 2024-02-29,결과보고서
2023,질환 특이 신호전달물질의 눈물분비 기전 규명과 알츠하이머병의 눈물기반 바이오마커 개발,전종화,계명대학교,의약학단,2021-03-01 ~ 2024-02-29,결과보고서
2023,다양한 스트레스성 우울증 질환 모델에서 스트레스 민감군과 스트레스 회복탄력군 간의 회로망 기반 분자 커넥텀 비교 연구,정윤하,대구경북과학기술원부설한국뇌연구원,생명과학단,2019-03-01 ~ 2024-02-29,결과보고서
2023,지하수 수량 예측 및 평가를 위한 자료기반 모델링 기법 개발,정진아,경북대학교,자연과학단,2020-03-01 ~ 2024-02-29,결과보고서
2023,자가치유 가능한 고감도의 외력구별 센서 소자 개발,정창윤,영남대학교,공학단,2021-03-01 ~ 2024-02-29,결과보고서
2023,약물과 노화에 의한 청력손상의 치료/보호제 개발 및 작용 기전 연구,김예리,경북대학교,의약학단,2021-03-01 ~ 2026-02-28,결과보고서
2023,말단 관능기 도입에 따른 고분자 상 분리 거동 조절 및 이온 전도 특성 변화 연구,김지훈,포항공과대학교,,2019-03-01 ~ 2024-02-29,결과보고서
2023,유연전자소자를 위한 나노 구조체의 결정성 제어를 지닌 차세대 유기전자재료 개발,이대환,포항공과대학교,,2019-03-01 ~ 2024-02-29,결과보고서
2023,광전자 집게 및 대면적 메타물질 기반 초저전력 미세먼지 나노트랩의 구현,이태준,포항공과대학교,,2019-03-01 ~ 2024-02-29,결과보고서
2023,광집적회로 소자 개발 및 위상광학의 경계 상태 특성 연구,박세배,포항공과대학교,,2019-03-01 ~ 2024-02-29,결과보고서
2023,에너지·환경 소재의 미세구조와 물성의 상관관계 규명을 위한 新측정·분석기술 개발,최시영,포항공과대학교,,2021-07-01 ~ 2023-12-31,결과보고서
2023,실시간 모니터링 분석과 분자단위 유기물질의 설계를 통한 전기화학적 거동 메커니즘 규명 및 에너지 재료 적용 연구,최성호,포항공과대학교,,2019-03-01 ~ 2024-02-29,결과보고서
2023,양자 광학의 빛-물질 상호작용 기반 고효율 태양전지 소재 개발,조대흠,경북대학교,자연과학단,2021-03-01 ~ 2026-02-28,결과보고서
2023,미숙아망막병증 모델에서 원형RNA에 의한 혈관 형성 기능 및 기전 연구,류주희,경북대학교,의약학단,2021-03-01 ~ 2026-02-28,결과보고서
2023,적응 면역에서 여포 조절 T 세포의 분화를 결정하는 인터루킨-6의 새로운 기능에 대한 규명,이혜나,포항공과대학교,,2019-03-01 ~ 2024-02-29,결과보고서
2023,"한반도를 중심으로 한 동북아시아 서식 기수성 연체동물의 계통진화유전체학적, 집단유전학적 연구",최은화,경북대학교,생명과학단,2021-03-01 ~ 2026-02-28,결과보고서
2023,"최상위 포식자로써 멸종위기종인 수달의 사회적 네트워크 형성, 메타개체군 및 확산이 수생태계 건강성에 미치는 영향",홍성원,경북대학교,생명과학단,2021-03-01 ~ 2026-02-28,결과보고서
2023,나노다공성 재료 합성 연구단,홍석봉,포항공과대학교,공학단,2021-09-01 ~ 2024-02-29,결과보고서
2023,시냅스 미세 환경 변화에 의한 억제성 신경 세포의 기능 저하 기전 발달성 뇌질환 치료 타겟 발굴을 위한 기반 연구,김수영,영남대학교,의약학단,2020-03-01 ~ 2024-02-29,결과보고서
2023,신스마트시티 구현을 위한 소셜 빅데이터 기반 인공지능형 건축/도시계획 최적화 기술 개발,추승연,경북대학교,공학단,2019-03-01 ~ 2024-02-29,결과보고서
2023,K-solution 제조 및 이를 이용한 알칼리 금속이 도핑된 유기 초전도 시스템 구현에 관한 연구,최희철,포항공과대학교,자연과학단,2019-03-01 ~ 2024-02-29,결과보고서
2023,패턴화 융합구조 촉매의 산화-환원반응 커플링을 활용한 통합개질 전기화학시스템 개발,김원배,포항공과대학교,공학단,2019-09-01 ~ 2024-02-29,결과보고서
2023,사람 모낭탑재 피부모사체 개발,성영관,경북대학교,의약학단,2021-03-01 ~ 2024-02-29,결과보고서
2023,통합전산재료공학을 활용한 항공우주용 Al-Cu-Li-X 합금 설계,김경덕,포항공과대학교,공학단,2021-03-01 ~ 2024-02-29,결과보고서
2023,물의 특이한 성질들에 대한 그 구조적 근원 연구,김경환,포항공과대학교,자연과학단,2019-03-01 ~ 2024-02-29,결과보고서
2023,멀티모달 제어 및 관측을 이용한 로봇의 인간 신체 지능 학습 및 구현,오세훈,대구경북과학기술원,공학단,2019-03-01 ~ 2024-02-29,결과보고서
2023,햇빛으로 구동되는 해수탈염-폐수처리-재생연료 생산 선순환 삼중복합 오프그리드 촉매 시스템 개발,박현웅,경북대학교,ICT·융합연구단,2019-03-01 ~ 2024-02-29,결과보고서
2023,Lysosomal cathepsins 활성 조절에 의한 항암제 민감화 및 intracellular organelle의 cross-talk 기전 연구,권택규,계명대학교,의약학단,2019-03-01 ~ 2024-02-29,결과보고서
2023,새로운 그래핀-금속 복합 구조체 개발,유종성,대구경북과학기술원,자연과학단,2019-09-01 ~ 2024-02-29,결과보고서
2023,리튬 이온 배터리의 형태학적 특징을 고려한 전기화학적 거동 분석 도구 개발,한수희,포항공과대학교,ICT·융합연구단,2019-03-01 ~ 2024-02-29,결과보고서
2023,제15회 일본 Hope Meeting,김정현,경북대학교,,2024-02-26 ~ 2024-03-01,결과보고서
2023,저가 바이오매스의 효율적 활용을 위한 신종 미생물 기반의 고성능 미생물 화학공장 개발,정규열,포항공과대학교,공학단,2019-09-01 ~ 2024-02-29,결과보고서
2023,새로운 비만치료 전략을 위한 뼈-지방-근육의 상호교신 규명 및 신규 조절인자 탐색,윤종원,대구대학교,공학단,2019-03-01 ~ 2024-02-29,결과보고서
2023,차세대 친환경 차량용 저비용 고특성 경량 마그네슘 제조를 위한 전주기적 요소기술 개발,박성혁,경북대학교,공학단,2019-09-01 ~ 2024-02-29,결과보고서
2023,수동형 공기윤활 방식의 선체 마찰저항 저감 소재 제작을 위한 생이가래 모사 초친기성 표면 개발,곽문규,경북대학교,공학단,2019-09-01 ~ 2024-02-29,결과보고서
2023,신물질 및 신약 후보군 생성을 위한 생성적 그래프 신경망 연구,김동우,포항공과대학교,ICT·융합연구단,2021-03-01 ~ 2024-02-29,결과보고서
2023,온도 및 초음파 크로마토그래피: 키랄 분리를 시작으로,류재정,경북대학교,자연과학단,2019-03-01 ~ 2024-02-29,결과보고서
2023,빛 조사를 통한 페로브스카이트 주석 산화물 반도체의 결함 제어 및 광전소자 연구,이유정,포항공과대학교,공학단,2022-06-01 ~ 2024-02-02,결과보고서
2023,프로그래머블 자기조립 증발법을 이용한 고성능 유연·신축 전자소자 기술 개발,이동윤,경북대학교,공학단,2019-03-01 ~ 2024-02-29,결과보고서
2023,2차원 반데르발스 자성체의 자기 이방성에 의해 결정되는 스핀 차원 제어,조연정,경북대학교,자연과학단,2019-09-01 ~ 2024-02-29,결과보고서
2023,유기산을 이용한 항비만 작용 기작 규명 및 아디포카인 분비 조절 물질 개발,송대규,계명대학교,의약학단,2021-03-01 ~ 2024-02-29,결과보고서
2023,석유화학 원료로써 메탄을 효과적으로 사용하기 위한 촉매 개발,김민규,영남대학교,자연과학단,2021-03-01 ~ 2024-02-29,결과보고서
2023,신생아 헬스케어를 위한 사물인터넷 기반의 전자섬유 개발,김봉훈,대구경북과학기술원,공학단,2020-03-01 ~ 2024-02-29,결과보고서
2023,인체지방 유래 분획물과 생체모사 지지체를 이용한 급/만성 신손상 개선,전소영,경북대학교병원,의약학단,2019-03-01 ~ 2024-02-29,결과보고서
2023,"고빈도 금융 자료에서의 확장 혹스 모형의 활용 : 유동성, 변동성, 커널 추정과 최적화",이경섭,영남대학교,자연과학단,2021-03-01 ~ 2024-02-29,결과보고서
2023,고엔트로피합금의 치환·침입형 원소 영향에 따른 역학 거동 예측이 가능한 머신 러닝 엔진 개발,박노근,영남대학교,공학단,2019-09-01 ~ 2024-02-29,결과보고서
2023,TDP-43 proteinopathy 모델에서 UPS 기능 저하에 의한 신경 염증 활성화 기전 분석,이신려,대구경북과학기술원부설한국뇌연구원,생명과학단,2021-03-01 ~ 2024-02-29,결과보고서
2023,미분화 갑상선암의 방사선요오드치료 불응성 회복을 위한 ESRRG 조절 유전자가위 치료기술 개발,이재언,대구경북첨단의료산업진흥재단,의약학단,2021-03-01 ~ 2024-02-29,결과보고서
2023,계층형 나노구조 기반 자기치유 기능성 하이드로젤 개발,이은정,경북대학교,공학단,2021-03-01 ~ 2024-02-29,결과보고서
2023,유기-금속-할로겐화물 페로브스카이트 기반 스마트 에너지 변환 소재 및 소자 개발,이주혁,대구경북과학기술원,ICT·융합연구단,2020-03-01 ~ 2024-02-29,결과보고서
2023,다기능 자율시공 로보틱스 기반 건설생산 체제 연구,이창용,경북대학교,공학단,2019-03-01 ~ 2024-02-29,결과보고서
2023,다차원 나노구조체 기반 콜로이드 전해질을 통한 차세대 이차전지 전극/전해질 계면제어 기술 개발,이홍경,대구경북과학기술원,공학단,2020-03-01 ~ 2024-02-29,결과보고서
2023,고아 핵수용체 SHP-UGDH axis에 의한 간의 글리코겐 및 빌리루빈 대사 조절 기전 연구,김은영,경북대학교,의약학단,2020-03-01 ~ 2024-02-29,결과보고서
2023,Metabolic Rewiring/mitochondrial bioenergetics 개선을 통한 간 손상의 치료법 연구,CHANDA DIPANJAN,경북대학교,의약학단,2021-06-01 ~ 2024-02-29,결과보고서
2023,미세 환경의 강성을 통해 ER 스트레스 경로에 의해 구동되는 신경 발생 메커니즘 발견,Iwashita Misato,대구경북과학기술원부설한국뇌연구원,의약학단,2021-06-01 ~ 2024-02-29,결과보고서
2023,저온 연료전지 음극용 단일금속원자 중심이있는 나노 엔지니어링 탄소 촉매,"Shaik, Gouse Peera",계명대학교,자연과학단,2021-06-01 ~ 2024-02-29,결과보고서
2023,페로브스카이트형 할로겐화물 반도체 기반의 인공 시각뉴런-시냅스 일체형 소자 연구,이상욱,경북대학교,공학단,2019-09-01 ~ 2024-02-29,결과보고서
2023,제15회 일본 Hope Meeting 참여 신청,김화평,대구경북과학기술원,,2024-02-26 ~ 2024-03-01,결과보고서
2023,저탄소 배출 - 저원가 조업 철강 생산을 위한 난제거 성분 제어 기초 특성 연구,강윤배,포항공과대학교,공학단,2021-06-01 ~ 2024-02-29,결과보고서
2023,시민참여형 플랫폼을 활용한 지역맞춤 더위체감 분석 및 평가기술 개발,엄정희,경북대학교,공학단,2019-03-01 ~ 2024-02-29,결과보고서
2023,CNN(Convolutional Neural Netwroks: 합성곱 신경망) 기반 이미지 인식 기술을 활용한 건축물 폐기단계 관리기술 개발,차기욱,경북대학교,공학단,2019-09-01 ~ 2024-02-29,결과보고서
2023,극 고온상황에서의 실시간 X-선 가시화 시스템 개발,곽호재,포항공과대학교,공학단,2021-06-01 ~ 2024-02-29,결과보고서
2023,스마트 팜에서 가축의 성장 관리를 위한 딥러닝 기반 체형 분류 및 무게 예측,권기연,금오공과대학교,ICT·융합연구단,2021-06-01 ~ 2024-02-29,결과보고서
2023,리 대수의 표현론을 통한 W-대수의 표현론 연구,권남희,대구대학교,자연과학단,2021-06-01 ~ 2024-02-29,결과보고서
2023,MHz 극초단 전자빔 발생을 위한 변조 가능한 버스트 모드 레이저 개발,권성훈,포항공과대학교,자연과학단,2021-06-01 ~ 2024-02-29,결과보고서
2023,혈소판 풍부 혈장이 동물 골관절염에 미치는 효능 평가,권영삼,경북대학교,의약학단,2021-06-01 ~ 2024-02-29,결과보고서
2023,비동기설계 방식을 사용한 저전력 뉴로모픽 시스템,김경기,대구대학교,ICT·융합연구단,2021-06-01 ~ 2024-02-29,결과보고서
2023,대규모 실시간 시스템 설계을 위한 핵심기술 연구,김경훈,경북대학교,ICT·융합연구단,2021-06-01 ~ 2024-02-29,결과보고서
2023,청각 중뇌의 대뇌 운동신호 통합처리 기전연구,김근수,대구경북과학기술원부설한국뇌연구원,생명과학단,2021-06-01 ~ 2024-02-29,결과보고서
2023,GLUT1 선택적 억제제의 유효선도물질 최적화,김나연,대구경북첨단의료산업진흥재단,자연과학단,2021-06-01 ~ 2024-02-29,결과보고서
2023,나노미터 파장의 연X선 산란을 이용한 이차원물질의 미시적 관찰,김남동,포항공과대학교,자연과학단,2021-06-01 ~ 2024-02-29,결과보고서
2023,실시간 화상분석시스템 구축을 통한 개별 나노구조 금속산화물의 전기변색 특성 연구,김도형,경북대학교,자연과학단,2022-06-01 ~ 2024-02-29,결과보고서
2023,의미분석기술 및 행동경제학을 활용한 해외건설 리스크 기반 지능형 의사결정지원체계 개발,김두연,경일대학교,공학단,2021-06-01 ~ 2024-02-29,결과보고서
2023,전정안구반사와 고령자의 낙상위험도와의 상관관계 분석 및 전정안구 균형운동 프로그램 개발,김명권,대구대학교,의약학단,2021-06-01 ~ 2024-02-29,결과보고서
2023,식물 특이적 NAC 전사인자의 작용기전 연구,김민성,포항공과대학교,생명과학단,2022-06-01 ~ 2024-02-29,결과보고서
2023,16세기 일본 다실건축 유형의 성립에 한국 전통민가가 미친 영향,김병주,경일대학교,공학단,2021-06-01 ~ 2024-02-29,결과보고서
2023,Kinase inhibitor 항암제의 약물동태 예측 및 약물상호작용에 관한 연구,김상범,대구경북첨단의료산업진흥재단,자연과학단,2021-06-01 ~ 2024-02-29,결과보고서
2023,재난트라우마에 대한 한의통합진료 프로토콜 고도화 및 자가관리 모바일 앱 개발,김상호,대구한의대학교,의약학단,2021-06-01 ~ 2024-02-29,결과보고서
2023,시스템-온-칩 마이크로 LED,박시현,영남대학교,ICT·융합연구단,2019-09-01 ~ 2024-02-29,결과보고서
2023,면역세포의 미토콘드리아 에너지 대사 리프로그래밍 및 염증 활성화 제어를 통한 신생혈관성 연령관련 황반변성 신규 치료기전 연구,박동호,경북대학교,의약학단,2019-09-01 ~ 2024-02-29,결과보고서
2023,전-전기적 스핀파 소자와 스핀파 레이저,유천열,대구경북과학기술원,자연과학단,2021-03-01 ~ 2024-02-29,결과보고서
2023,자기변형 나노구조물을 탑재한 초저전력 자기장 센서 기반 웨어러블 뇌자도 (MEG) 측정기 개발,김회준,대구경북과학기술원,공학단,2021-03-01 ~ 2024-02-29,결과보고서
2023,Engineered E. coli-specific reporter phages를 활용한 사용자 친화적·현장적용형의 IoT 기반 실시간·신속검출 시스템 개발,박미경,경북대학교,생명과학단,2020-03-01 ~ 2024-02-29,결과보고서
2023,의료영상분석을 통해 현재 상태와 미래에 일어날 예후변화를 설명해주는 인공지능 개발,박상현,대구경북과학기술원,ICT·융합연구단,2019-03-01 ~ 2024-02-29,결과보고서
2023,DNA-encoded library 합성을 통한 HIP2를 타겟으로하는 알츠하이머병 치료제 발굴,박유진,대구경북첨단의료산업진흥재단,자연과학단,2021-03-01 ~ 2024-02-29,결과보고서
2023,자가 면역 질환 치료를 위한 IRAK4 저해제의 개발,김소영,대구경북첨단의료산업진흥재단,자연과학단,2021-06-01 ~ 2024-02-29,결과보고서
2023,기계학습을 활용한 건설사업의 환경성능 평가시스템 개발,박진영,경북대학교,공학단,2019-03-01 ~ 2024-02-29,결과보고서
2023,휘발성유기화합물 검출용 환경 색센서 금속유기구조체 개발,박진희,대구경북과학기술원,자연과학단,2019-03-01 ~ 2024-02-29,결과보고서
2023,초미세먼지에 의한 아토피 피부염의 병인 악화에 표적인자로 AMPK 역할 규명 및 해양생물자원 유래의 기능성 소재 탐색,김수진,대구한의대학교,생명과학단,2021-06-01 ~ 2024-02-29,결과보고서
2023,아스퍼질러스에서 무성포자 특이적 전사인자 및 비암호화RNA에 관한 연구,박희수,경북대학교,생명과학단,2020-03-01 ~ 2024-02-29,결과보고서
2023,신경회로 상호작용에 의한 세포 외 신호 유도 항상성-질환성 미세아교세포 전환 원리 및 자가포식 기능 조절 기전 규명,백순봉,대구경북과학기술원부설한국뇌연구원,생명과학단,2021-03-01 ~ 2024-02-29,결과보고서
2023,보강 압전합성체를 활용한 스마트 지반강성 모니터링 시스템 개발,변용훈,경북대학교,공학단,2020-03-01 ~ 2024-02-29,결과보고서
2023,이온이동도-질량분석을 이용한 나노크기 원자/분자 집합체 연구,서종철,포항공과대학교,자연과학단,2019-03-01 ~ 2024-02-29,결과보고서
2023,작업복과 개인보호구 착용 후의 작업 능률 증진을 위한 인간공학적 연구 -여성 및 고령 노동자를 중심으로 -,손수영,경북대학교,ICT·융합연구단,2020-03-01 ~ 2024-02-29,결과보고서
2023,제일원리와 머신러닝이 접목된 고속대량 스크리닝 플랫폼을 이용한 ReRAM 신물질 개발,이동화,포항공과대학교,공학단,2019-03-01 ~ 2024-02-29,결과보고서
2023,불포화층의 수리-역학적 유효응력 거동을 고려한 3차원 산사태 평가 시스템 개발,오세붕,영남대학교,공학단,2019-03-01 ~ 2024-02-29,결과보고서
2023,불확실 인자를 고려한 영구자석 전동기 구동 시스템의 시스템 레벨에서 강건 최적설계 기술 개발,김동훈,경북대학교,ICT·융합연구단,2019-09-01 ~ 2024-02-29,결과보고서
2023,다중채널 방식의 나노바이오 복합형 분석법 개발 및 다중 심혈관 질환의 조기발견에 응용,이혜진,경북대학교,자연과학단,2019-03-01 ~ 2024-02-29,결과보고서
2023,양자 내성 동형암호기반 스마트카 침입 탐지 시스템 연구,김영식,대구경북과학기술원,ICT·융합연구단,2021-03-01 ~ 2024-02-29,결과보고서
2023,신경전달물질(NPY · BDNF)의 골수세포 조절기전을 통한 골형성과 골다공증 치료효과 분석연구,민우기,경북대학교,의약학단,2021-03-01 ~ 2024-02-29,결과보고서
2023,폐 상피세포의 MHC-II 발현 유도 기전 규명 및 면역학적 역할 연구,이승우,포항공과대학교,의약학단,2021-03-01 ~ 2024-02-29,결과보고서
2023,인지 융합의 범진단적 가치와 탈융합 기반 치료의 범치료적 효과에 대한 신경학적 기전 규명,이승재,경북대학교,의약학단,2021-03-01 ~ 2024-02-29,결과보고서
2023,원형-RNAs 연구를 통한 새로운 액체생검용 암 바이오마커 발굴,허근,경북대학교,의약학단,2019-09-01 ~ 2024-02-29,결과보고서
2023,온도 및 셀 불균일을 고려한 리튬 이온 배터리 팩의 상태 진단 알고리즘 개발,김상우,포항공과대학교,ICT·융합연구단,2021-03-01 ~ 2024-02-29,결과보고서
2023,전자-양전자 쌍소멸을 이용한 자기 홀극 탐색,이세욱,경북대학교,자연과학단,2019-03-01 ~ 2024-02-29,결과보고서
2023,기후변화 적응 녹색지붕 정량 평가기술 개발,서용원,영남대학교,공학단,2019-03-01 ~ 2024-02-29,결과보고서
2023,밸리 엑시톤-폴라리톤의 결맞은 응축 상태 구현 및 제어 연구,조창희,대구경북과학기술원,자연과학단,2019-09-01 ~ 2024-02-29,결과보고서
2023,디스퍼션 엔지니어링 기반 하이퍼볼릭 메타물질 개발 및 광소자 응용,노준석,포항공과대학교,공학단,2019-03-01 ~ 2024-02-29,결과보고서
2023,암하렛츠 주거용 친환경 토속 담틀공법 시공자동화 시스템 개발,이동은,경북대학교,공학단,2019-03-01 ~ 2024-02-29,결과보고서
2023,저전력 시스템을 위한 고성능 딥러닝 모델 경량화 파이프라이닝 기술 개발,유환조,포항공과대학교,ICT·융합연구단,2020-09-01 ~ 2024-02-29,결과보고서
2023,지능형 반도체소자를 위한 마그노닉스 물질의 물성 연구,김영학,포항공과대학교,ICT·융합연구단,2021-06-01 ~ 2024-02-29,결과보고서
2023,소세포폐암의 항암제 내성 기전 발굴 및 신약후보 물질의 효능 평가,안준홍,영남대학교,의약학단,2021-03-01 ~ 2024-02-29,결과보고서
2023,지능형 추론 시스템을 위한 초소형 커패시터-리스 문턱 스위칭 기반 오실레이션 뉴런 소자 연구,우지용,경북대학교,ICT·융합연구단,2021-03-01 ~ 2024-02-29,결과보고서
2023,에어로졸에 의한 시각외란을 투과 가능한 다중분광 비디오 모션 증폭,오태현,포항공과대학교,ICT·융합연구단,2021-03-01 ~ 2024-02-29,결과보고서
2023,스마트 계측 및 인공지능(AI)기반 비접촉 비교란 토양 수분 모니터링 기술 개발,우동국,계명대학교,공학단,2021-03-01 ~ 2024-02-29,결과보고서
2023,다시점-다일시 위성영상을 이용한 대도시권의 고정밀-고밀도 3차원 DSM 생성 기술 개발,박순용,경북대학교,ICT·융합연구단,2021-03-01 ~ 2024-02-29,결과보고서
2023,미래 친환경 항만 마이크로그리드를 위한 전력변환 및 에너지관리 핵심 기술,이동춘,영남대학교,ICT·융합연구단,2021-03-01 ~ 2024-02-29,결과보고서
2023,X-선 거울 표면 형상 제어를 위한 수치 제어 차등 증착 기술 개발,김장우,포항공과대학교,자연과학단,2021-06-01 ~ 2024-02-29,결과보고서
2023,선택적 3차원 구조 모핑이 가능한 다자극 감응형 원격 제어 소프트 액추에이터 개발,김재환,금오공과대학교,공학단,2021-06-01 ~ 2024-02-29,결과보고서
2023,"혈전과 신생혈관타겟 자성나노입자 탑재 강유전체젤-콘텍트렌즈를 이용한 자기력가이딩 약물전송과 망막혈관질환(폐색증,신생혈관생성) 치료기술 개발",김종기,대구가톨릭대학교,ICT·융합연구단,2021-06-01 ~ 2024-02-29,결과보고서
2023,합성 유전자 회로를 이식한 스마트 프로바이오틱스를 통한 질병 치료 플랫폼 개발,김종민,포항공과대학교,생명과학단,2022-06-01 ~ 2024-02-29,결과보고서
2023,약물 및 세포전달 기능의 다당류 페이스트 개발 및 응용,김종철,대구경북첨단의료산업진흥재단,ICT·융합연구단,2021-06-01 ~ 2024-02-29,결과보고서
2023,차세대 배터리의 안정성 향상을 위한 기능성 분리막 개발 및 최적화 연구 그리고 이의 안정성을 평가하기 위한 분석툴 개발,김주현,경북대학교,공학단,2021-06-01 ~ 2024-02-29,결과보고서
2023,퍼옥시좀 선택적 자가작용 기전 규명을 통한 파킨슨병 질환 제어 연구,조동형,경북대학교,생명과학단,2020-03-01 ~ 2024-02-29,결과보고서
2023,저작능력 및 치주염과 인지기능의 인과적 작용기전 도출,최연희,경북대학교,의약학단,2021-03-01 ~ 2024-02-29,결과보고서
2023,비강투여를 통한 한약재 정유성분의 비만조절 뇌 기전 연구,김미려,대구한의대학교,의약학단,2021-03-01 ~ 2024-02-29,결과보고서
2023,전달특성 비동조화 및 열전특성 고성능화를 위한 저자기장 결정배향 기술 연구,김참,대구경북과학기술원,공학단,2021-06-01 ~ 2024-02-29,결과보고서
2023,새로운 공통접지 고신뢰성 AC/AC 전력변환기 개발 및 이를 이용한 고신뢰성/고효율 30kVA 하이브리드 배전변압기 개발,차헌녕,경북대학교,ICT·융합연구단,2021-03-01 ~ 2024-02-29,결과보고서
2023,저지연 원격 주행을 위한 IVN(In-Vehicle Network)과 V2X(Vehicle-to-Everything) 통합 기술 개발,최지웅,대구경북과학기술원,ICT·융합연구단,2021-03-01 ~ 2024-02-29,결과보고서
2023,세포소기관 막 사이의 물질 이동 시스템의 개선을 통한 노화 회복,이영삼,대구경북과학기술원,생명과학단,2020-03-01 ~ 2024-02-29,결과보고서
2023,협소 공간 관절경 수술을 위한 연조직 모델링 기반 비침습 증강현실 수술 내비게이션,홍재성,대구경북과학기술원,ICT·융합연구단,2020-09-01 ~ 2024-02-29,결과보고서
2023,강력한 전자기장을 이용한 극고속 상전이 조작 연구,김동언,포항공과대학교,자연과학단,2020-09-01 ~ 2024-02-29,결과보고서
2023,편광 시분해 SHG 분광법을 이용한 2차원 결정의 초고속 에너지 흐름 동역학 연구,류순민,포항공과대학교,자연과학단,2020-03-01 ~ 2024-02-29,결과보고서
2023,DNA:RNA hybrid에 의한 식물 교차 재조합 기전 연구,최규하,포항공과대학교,생명과학단,2020-03-01 ~ 2024-02-29,결과보고서
2023,알부민 코팅 소프트 나노캡슐 플랫폼을 기반으로 한 유전자 전달 효율 극대화 시스템 개발,김형준,금오공과대학교,의약학단,2021-06-01 ~ 2024-02-29,결과보고서
2023,생물 네트워크에 적용 가능한 counting sequences 들에 대한 특성 연구,김혜경,대구가톨릭대학교,자연과학단,2021-06-01 ~ 2024-02-29,결과보고서
2023,건강행위 상호작용모델 기반 가상현실 기술을 이용한 난임 여성 대상 스마트헬스프로그램 개발 및 효과 검증,김혜영,계명대학교,의약학단,2021-06-01 ~ 2024-02-29,결과보고서
2023,근력을 생성하기 위한 척수 운동신경계의 시공간적 활성화 특성 연구,김호정,대구경북과학기술원,생명과학단,2021-06-01 ~ 2024-02-29,결과보고서
2023,오류역전파 학습법의 한계 극복 방안 개발,박혜영,경북대학교,ICT·융합연구단,2020-03-01 ~ 2024-02-29,결과보고서
2023,나노집속 빔을 이용한 고해상도 펌프-프로브 이미징 연구,남대웅,포항공과대학교,자연과학단,2021-06-01 ~ 2024-02-29,결과보고서
2023,소프트웨어 결함 예측 기반 자동 프로그램 수정 기법,남재창,한동대학교,ICT·융합연구단,2021-06-01 ~ 2024-02-29,결과보고서
2023,빅데이터와 프로세스 마이닝 기법을 활용한 클라우드기반 저탄소 콘크리트 생산관리 플랫폼 개발,노승준,금오공과대학교,공학단,2021-06-01 ~ 2024-02-29,결과보고서
2023,수직 스핀 정렬 스피넬 산화물 자성체 헤테로 구조 연구,도중회,경북대학교,자연과학단,2021-06-01 ~ 2024-02-29,결과보고서
2023,화재 전조현상 조기 탐지가 가능한 M13 바이오나노물질 기반 감응 센서 개발,문종식,경일대학교,공학단,2021-06-01 ~ 2024-02-29,결과보고서
